h_m_s,XIU
2019-04-04 10:08:40,0.009999999999998012
2019-04-04 10:08:41,0.009999999999998012
2019-04-04 10:08:42,0.009999999999998012
2019-04-04 10:08:43,0.009999999999998012
2019-04-04 10:08:44,0.009999999999998012
2019-04-04 10:08:45,0.009999999999998012
2019-04-04 10:08:46,0.009999999999998012
2019-04-04 10:08:47,0.009999999999998012
2019-04-04 10:08:48,0.009999999999998012
2019-04-04 10:08:49,0.009999999999998012
2019-04-04 10:08:50,0.009999999999998012
2019-04-04 10:08:51,0.009999999999998012
2019-04-04 10:08:52,0.009999999999998012
2019-04-04 10:08:53,0.009999999999998012
2019-04-04 10:08:54,0.009999999999998012
2019-04-04 10:08:55,0.009999999999998012
2019-04-04 10:08:56,0.009999999999998012
2019-04-04 10:08:57,0.009999999999998012
2019-04-04 10:08:58,0.009999999999998012
2019-04-04 10:08:59,0.009999999999998012
2019-04-04 10:09:00,0.009999999999998012
2019-04-04 10:09:01,0.009999999999998012
2019-04-04 10:09:02,0.009999999999998012
2019-04-04 10:09:03,0.009999999999998012
2019-04-04 10:09:04,0.009999999999998012
2019-04-04 10:09:05,0.009999999999998012
2019-04-04 10:09:06,0.009999999999998012
2019-04-04 10:09:07,0.009999999999998012
2019-04-04 10:09:08,0.009999999999998012
2019-04-04 10:09:09,0.009999999999998012
2019-04-04 10:09:10,0.009999999999998012
2019-04-04 10:09:11,0.009999999999998012
2019-04-04 10:09:12,0.009999999999998012
2019-04-04 10:09:13,0.009999999999998012
2019-04-04 10:09:14,0.009999999999998012
2019-04-04 10:09:15,0.009999999999998012
2019-04-04 10:09:16,0.009999999999998012
2019-04-04 10:09:17,0.009999999999998012
2019-04-04 10:09:18,0.009999999999998012
2019-04-04 10:09:19,0.009999999999998012
2019-04-04 10:09:20,0.009999999999998012
2019-04-04 10:09:21,0.009999999999998012
2019-04-04 10:09:22,0.009999999999998012
2019-04-04 10:09:23,0.009999999999998012
2019-04-04 10:09:24,0.009999999999998012
2019-04-04 10:09:25,0.009999999999998012
2019-04-04 10:09:26,0.009999999999998012
2019-04-04 10:09:27,0.009999999999998012
2019-04-04 10:09:28,0.009999999999998012
2019-04-04 10:09:29,0.009999999999998012
2019-04-04 10:09:30,0.009999999999998012
2019-04-04 10:09:31,0.009999999999998012
2019-04-04 10:09:32,0.009999999999998012
2019-04-04 10:09:33,0.009999999999998012
2019-04-04 10:09:34,0.009999999999998012
2019-04-04 10:09:35,0.009999999999998012
2019-04-04 10:09:36,0.009999999999998012
2019-04-04 10:09:37,0.009999999999998012
2019-04-04 10:09:38,0.009999999999998012
2019-04-04 10:09:39,0.009999999999998012
2019-04-04 10:09:40,0.009999999999998012
2019-04-04 10:09:41,0.009999999999998012
2019-04-04 10:09:42,0.009999999999998012
2019-04-04 10:09:43,0.009999999999998012
2019-04-04 10:09:44,0.009999999999998012
2019-04-04 10:09:45,0.009999999999998012
2019-04-04 10:09:46,0.009999999999998012
2019-04-04 10:09:47,0.009999999999998012
2019-04-04 10:09:48,0.009999999999998012
2019-04-04 10:09:49,0.009999999999998012
2019-04-04 10:09:50,0.009999999999998012
2019-04-04 10:09:51,0.009999999999998012
2019-04-04 10:09:52,0.009999999999998012
2019-04-04 10:09:53,0.009999999999998012
2019-04-04 10:09:54,0.009999999999998012
2019-04-04 10:09:55,0.009999999999998012
2019-04-04 10:09:56,0.009999999999998012
2019-04-04 10:09:57,0.009999999999998012
2019-04-04 10:09:58,0.009999999999998012
2019-04-04 10:09:59,0.009999999999998012
2019-04-04 10:10:00,0.009999999999998012
2019-04-04 10:10:01,0.009999999999998012
2019-04-04 10:10:02,0.009999999999998012
2019-04-04 10:10:03,0.009999999999998012
2019-04-04 10:10:04,0.009999999999998012
2019-04-04 10:10:05,0.009999999999998012
2019-04-04 10:10:06,0.009999999999998012
2019-04-04 10:10:07,0.009999999999998012
2019-04-04 10:10:08,0.009999999999998012
2019-04-04 10:10:09,0.009999999999998012
2019-04-04 10:10:10,0.009999999999998012
2019-04-04 10:10:11,0.009999999999998012
2019-04-04 10:10:12,0.009999999999998012
2019-04-04 10:10:13,0.009999999999998012
2019-04-04 10:10:14,0.009999999999998012
2019-04-04 10:10:15,0.009999999999998012
2019-04-04 10:10:16,0.009999999999998012
2019-04-04 10:10:17,0.009999999999998012
2019-04-04 10:10:18,0.009999999999998012
2019-04-04 10:10:19,0.009999999999998012
2019-04-04 10:10:20,0.009999999999998012
2019-04-04 10:10:21,0.009999999999998012
2019-04-04 10:10:22,0.009999999999998012
2019-04-04 10:10:23,0.009999999999998012
2019-04-04 10:10:24,0.009999999999998012
2019-04-04 10:10:25,0.009999999999998012
2019-04-04 10:10:26,0.009999999999998012
2019-04-04 10:10:27,0.009999999999998012
2019-04-04 10:10:28,0.009999999999998012
2019-04-04 10:10:29,0.009999999999998012
2019-04-04 10:10:30,0.009999999999998012
2019-04-04 10:10:31,0.009999999999998012
2019-04-04 10:10:32,0.009999999999998012
2019-04-04 10:10:33,0.009999999999998012
2019-04-04 10:10:34,0.009999999999998012
2019-04-04 10:10:35,0.009999999999998012
2019-04-04 10:10:36,0.009999999999998012
2019-04-04 10:10:37,0.009999999999998012
2019-04-04 10:10:38,0.009999999999998012
2019-04-04 10:10:39,0.009999999999998012
2019-04-04 10:10:40,0.009999999999998012
2019-04-04 10:10:41,0.009999999999998012
2019-04-04 10:10:42,0.009999999999998012
2019-04-04 10:10:43,0.009999999999998012
2019-04-04 10:10:44,0.009999999999998012
2019-04-04 10:10:45,0.009999999999998012
2019-04-04 10:10:46,0.009999999999998012
2019-04-04 10:10:47,0.009999999999998012
2019-04-04 10:10:48,0.009999999999998012
2019-04-04 10:10:49,0.009999999999998012
2019-04-04 10:10:50,0.009999999999998012
2019-04-04 10:10:51,0.009999999999998012
2019-04-04 10:10:52,0.009999999999998012
2019-04-04 10:10:53,0.009999999999998012
2019-04-04 10:10:54,0.009999999999998012
2019-04-04 10:10:55,0.009999999999998012
2019-04-04 10:10:56,0.009999999999998012
2019-04-04 10:10:57,0.009999999999998012
2019-04-04 10:10:58,0.009999999999998012
2019-04-04 10:10:59,0.009999999999998012
2019-04-04 10:11:00,0.009999999999998012
2019-04-04 10:11:01,0.009999999999998012
2019-04-04 10:11:02,0.009999999999998012
2019-04-04 10:11:03,0.009999999999998012
2019-04-04 10:11:04,0.009999999999998012
2019-04-04 10:11:05,0.009999999999998012
2019-04-04 10:11:06,0.009999999999998012
2019-04-04 10:11:07,0.009999999999998012
2019-04-04 10:11:08,0.009999999999998012
2019-04-04 10:11:09,0.009999999999998012
2019-04-04 10:11:10,0.009999999999998012
2019-04-04 10:11:11,0.009999999999998012
2019-04-04 10:11:12,0.009999999999998012
2019-04-04 10:11:13,0.009999999999998012
2019-04-04 10:11:14,0.009999999999998012
2019-04-04 10:11:15,0.009999999999998012
2019-04-04 10:11:16,0.009999999999998012
2019-04-04 10:11:17,0.009999999999998012
2019-04-04 10:11:18,0.009999999999998012
2019-04-04 10:11:19,0.009999999999998012
2019-04-04 10:11:20,0.009999999999998012
2019-04-04 10:11:21,0.009999999999998012
2019-04-04 10:11:22,0.009999999999998012
2019-04-04 10:11:23,0.009999999999998012
2019-04-04 10:11:24,0.009999999999998012
2019-04-04 10:11:25,0.009999999999998012
2019-04-04 10:11:26,0.009999999999998012
2019-04-04 10:11:27,0.009999999999998012
2019-04-04 10:11:28,0.009999999999998012
2019-04-04 10:11:29,0.009999999999998012
2019-04-04 10:11:30,0.009999999999998012
2019-04-04 10:11:31,0.009999999999998012
2019-04-04 10:11:32,0.009999999999998012
2019-04-04 10:11:33,0.009999999999998012
2019-04-04 10:11:34,0.009999999999998012
2019-04-04 10:11:35,0.009999999999998012
2019-04-04 10:11:36,0.009999999999998012
2019-04-04 10:11:37,0.009999999999998012
2019-04-04 10:11:38,0.009999999999998012
2019-04-04 10:11:39,0.009999999999998012
2019-04-04 10:11:40,0.009999999999998012
2019-04-04 10:11:41,0.009999999999998012
2019-04-04 10:11:42,0.009999999999998012
2019-04-04 10:11:43,0.009999999999998012
2019-04-04 10:11:44,0.009999999999998012
2019-04-04 10:11:45,0.009999999999998012
2019-04-04 10:11:46,0.009999999999998012
2019-04-04 10:11:47,0.009999999999998012
2019-04-04 10:11:48,0.009999999999998012
2019-04-04 10:11:49,0.009999999999998012
2019-04-04 10:11:50,0.009999999999998012
2019-04-04 10:11:51,0.009999999999998012
2019-04-04 10:11:52,0.009999999999998012
2019-04-04 10:11:53,0.009999999999998012
2019-04-04 10:11:54,0.009999999999998012
2019-04-04 10:11:55,0.009999999999998012
2019-04-04 10:11:56,0.009999999999998012
2019-04-04 10:11:57,0.009999999999998012
2019-04-04 10:11:58,0.009999999999998012
2019-04-04 10:11:59,0.009999999999998012
2019-04-04 10:12:00,0.009999999999998012
2019-04-04 10:12:01,0.009999999999998012
2019-04-04 10:12:02,0.009999999999998012
2019-04-04 10:12:03,0.009999999999998012
2019-04-04 10:12:04,0.009999999999998012
2019-04-04 10:12:05,0.009999999999998012
2019-04-04 10:12:06,0.009999999999998012
2019-04-04 10:12:07,0.009999999999998012
2019-04-04 10:12:08,0.009999999999998012
2019-04-04 10:12:09,0.009999999999998012
2019-04-04 10:12:10,0.009999999999998012
2019-04-04 10:12:11,0.009999999999998012
2019-04-04 10:12:12,0.009999999999998012
2019-04-04 10:12:13,0.009999999999998012
2019-04-04 10:12:14,0.009999999999998012
2019-04-04 10:12:15,0.009999999999998012
2019-04-04 10:12:16,0.009999999999998012
2019-04-04 10:12:17,0.009999999999998012
2019-04-04 10:12:18,0.009999999999998012
2019-04-04 10:12:19,0.009999999999998012
2019-04-04 10:12:20,0.009999999999998012
2019-04-04 10:12:21,0.009999999999998012
2019-04-04 10:12:22,0.009999999999998012
2019-04-04 10:12:23,0.009999999999998012
2019-04-04 10:12:24,0.009999999999998012
2019-04-04 10:12:25,0.009999999999998012
2019-04-04 10:12:26,0.009999999999998012
2019-04-04 10:12:27,0.009999999999998012
2019-04-04 10:12:28,0.009999999999998012
2019-04-04 10:12:29,0.009999999999998012
2019-04-04 10:12:30,0.009999999999998012
2019-04-04 10:12:31,0.009999999999998012
2019-04-04 10:12:32,0.009999999999998012
2019-04-04 10:12:33,0.009999999999998012
2019-04-04 10:12:34,0.009999999999998012
2019-04-04 10:12:35,0.009999999999998012
2019-04-04 10:12:36,0.009999999999998012
2019-04-04 10:12:37,0.010013333333331414
2019-04-04 10:12:38,0.010013333333331534
2019-04-04 10:12:39,0.010013333333331651
2019-04-04 10:12:40,0.01001333333333177
2019-04-04 10:12:41,0.010013333333331887
2019-04-04 10:12:42,0.010013333333332007
2019-04-04 10:12:43,0.010013333333332125
2019-04-04 10:12:44,0.010013333333332243
2019-04-04 10:12:45,0.010013333333332363
2019-04-04 10:12:46,0.01001333333333248
2019-04-04 10:12:47,0.010013333333332599
2019-04-04 10:12:48,0.010013333333332717
2019-04-04 10:12:49,0.010013333333332836
2019-04-04 10:12:50,0.01006461538461491
2019-04-04 10:12:51,0.01006461538461491
2019-04-04 10:12:52,0.01006461538461491
2019-04-04 10:12:53,0.01006461538461491
2019-04-04 10:12:54,0.01006461538461491
2019-04-04 10:12:55,0.01006461538461491
2019-04-04 10:12:56,0.01006461538461491
2019-04-04 10:12:57,0.01006461538461491
2019-04-04 10:12:58,0.01006461538461491
2019-04-04 10:12:59,0.01006461538461491
2019-04-04 10:13:00,0.01006461538461491
2019-04-04 10:13:01,0.01006461538461491
2019-04-04 10:13:02,0.01006461538461491
2019-04-04 10:13:03,0.01006461538461491
2019-04-04 10:13:04,0.01006461538461491
2019-04-04 10:13:05,0.01006461538461491
2019-04-04 10:13:06,0.01006461538461491
2019-04-04 10:13:07,0.010051282051281507
2019-04-04 10:13:08,0.010051282051281389
2019-04-04 10:13:09,0.01005128205128127
2019-04-04 10:13:10,0.010051282051281151
2019-04-04 10:13:11,0.010051282051281033
2019-04-04 10:13:12,0.010051282051280915
2019-04-04 10:13:13,0.010051282051280797
2019-04-04 10:13:14,0.010103913630228148
2019-04-04 10:13:15,0.010103913630228148
2019-04-04 10:13:16,0.010103913630228148
2019-04-04 10:13:17,0.010103913630228148
2019-04-04 10:13:18,0.010103913630228148
2019-04-04 10:13:19,0.010103913630228148
2019-04-04 10:13:20,0.010052631578946194
2019-04-04 10:13:21,0.010052631578946312
2019-04-04 10:13:22,0.01005263157894643
2019-04-04 10:13:23,0.010052631578946548
2019-04-04 10:13:24,0.010052631578946668
2019-04-04 10:13:25,0.010052631578946786
2019-04-04 10:13:26,0.010052631578946904
2019-04-04 10:13:27,0.010052631578947023
2019-04-04 10:13:28,0.010052631578947141
2019-04-04 10:13:29,0.01005263157894726
2019-04-04 10:13:30,0.010052631578947377
2019-04-04 10:13:31,0.010052631578947497
2019-04-04 10:13:32,0.010052631578947615
2019-04-04 10:13:33,0.010052631578947733
2019-04-04 10:13:34,0.01005263157894785
2019-04-04 10:13:35,0.01005263157894797
2019-04-04 10:13:36,0.010052631578948088
2019-04-04 10:13:37,0.010052631578948206
2019-04-04 10:13:38,0.010052631578948324
2019-04-04 10:13:39,0.010052631578948444
2019-04-04 10:13:40,0.010052631578948562
2019-04-04 10:13:41,0.01005263157894868
2019-04-04 10:13:42,0.0100526315789488
2019-04-04 10:13:43,0.010052631578948918
2019-04-04 10:13:44,0.010000000000001565
2019-04-04 10:13:45,0.010000000000001565
2019-04-04 10:13:46,0.010000000000001565
2019-04-04 10:13:47,0.010000000000001565
2019-04-04 10:13:48,0.010000000000001565
2019-04-04 10:13:49,0.010000000000001565
2019-04-04 10:13:50,0.010000000000001565
2019-04-04 10:13:51,0.010000000000001565
2019-04-04 10:13:52,0.010000000000001565
2019-04-04 10:13:53,0.010000000000001565
2019-04-04 10:13:54,0.010000000000001565
2019-04-04 10:13:55,0.010000000000001565
2019-04-04 10:13:56,0.010000000000001565
2019-04-04 10:13:57,0.010000000000001565
2019-04-04 10:13:58,0.010000000000001565
2019-04-04 10:13:59,0.010000000000001565
2019-04-04 10:14:00,0.010000000000001565
2019-04-04 10:14:01,0.010000000000001565
2019-04-04 10:14:02,0.010000000000001565
2019-04-04 10:14:03,0.010000000000001565
2019-04-04 10:14:04,0.010000000000001565
2019-04-04 10:14:05,0.010000000000001565
2019-04-04 10:14:06,0.010000000000001565
2019-04-04 10:14:07,0.010000000000001565
2019-04-04 10:14:08,0.010000000000001565
2019-04-04 10:14:09,0.010000000000001565
2019-04-04 10:14:10,0.010000000000001565
2019-04-04 10:14:11,0.010000000000001565
2019-04-04 10:14:12,0.010000000000001565
2019-04-04 10:14:13,0.010000000000001565
2019-04-04 10:14:14,0.010000000000001565
2019-04-04 10:14:15,0.010000000000001565
2019-04-04 10:14:16,0.010000000000001565
2019-04-04 10:14:17,0.010000000000001565
2019-04-04 10:14:18,0.010000000000001565
2019-04-04 10:14:19,0.010000000000001565
2019-04-04 10:14:20,0.010000000000001565
2019-04-04 10:14:21,0.010000000000001565
2019-04-04 10:14:22,0.010000000000001565
2019-04-04 10:14:23,0.010000000000001565
2019-04-04 10:14:24,0.010000000000001565
2019-04-04 10:14:25,0.010000000000001565
2019-04-04 10:14:26,0.010000000000001565
2019-04-04 10:14:27,0.010000000000001565
2019-04-04 10:14:28,0.010000000000001565
2019-04-04 10:14:29,0.010000000000001565
2019-04-04 10:14:30,0.010000000000001565
2019-04-04 10:14:31,0.010000000000001565
2019-04-04 10:14:32,0.010000000000001565
2019-04-04 10:14:33,0.010000000000001565
2019-04-04 10:14:34,0.010000000000001565
2019-04-04 10:14:35,0.010000000000001565
2019-04-04 10:14:36,0.010000000000001565
2019-04-04 10:14:37,0.010000000000001565
2019-04-04 10:14:38,0.010000000000001565
2019-04-04 10:14:39,0.010000000000001565
2019-04-04 10:14:40,0.010000000000001565
2019-04-04 10:14:41,0.010000000000001565
2019-04-04 10:14:42,0.010000000000001565
2019-04-04 10:14:43,0.010000000000001565
2019-04-04 10:14:44,0.010000000000001565
2019-04-04 10:14:45,0.010000000000001565
2019-04-04 10:14:46,0.010000000000001565
2019-04-04 10:14:47,0.010000000000001565
2019-04-04 10:14:48,0.010000000000001565
2019-04-04 10:14:49,0.010000000000001565
2019-04-04 10:14:50,0.010000000000001565
2019-04-04 10:14:51,0.010000000000001565
2019-04-04 10:14:52,0.010000000000001565
2019-04-04 10:14:53,0.010000000000001565
2019-04-04 10:14:54,0.010000000000001565
2019-04-04 10:14:55,0.010000000000001565
2019-04-04 10:14:56,0.010000000000001565
2019-04-04 10:14:57,0.010000000000001565
2019-04-04 10:14:58,0.010000000000001565
2019-04-04 10:14:59,0.010000000000001565
2019-04-04 10:15:00,0.010000000000001565
2019-04-04 10:15:01,0.010000000000001565
2019-04-04 10:15:02,0.010000000000001565
2019-04-04 10:15:03,0.010000000000001565
2019-04-04 10:15:04,0.010000000000001565
2019-04-04 10:15:05,0.010000000000001565
2019-04-04 10:15:06,0.010000000000001565
2019-04-04 10:15:07,0.010000000000001565
2019-04-04 10:15:08,0.010000000000001565
2019-04-04 10:15:09,0.010000000000001565
2019-04-04 10:15:10,0.010000000000001565
2019-04-04 10:15:11,0.010000000000001565
2019-04-04 10:15:12,0.010000000000001565
2019-04-04 10:15:13,0.010000000000001565
2019-04-04 10:15:14,0.010000000000001565
2019-04-04 10:15:15,0.010000000000001565
2019-04-04 10:15:16,0.010000000000001565
2019-04-04 10:15:17,0.010000000000001565
2019-04-04 10:15:18,0.010000000000001565
2019-04-04 10:15:19,0.010000000000001565
2019-04-04 10:15:20,0.010000000000001565
2019-04-04 10:15:21,0.010000000000001565
2019-04-04 10:15:22,0.010000000000001565
2019-04-04 10:15:23,0.010000000000001565
2019-04-04 10:15:24,0.010000000000001565
2019-04-04 10:15:25,0.010000000000001565
2019-04-04 10:15:26,0.010000000000001565
2019-04-04 10:15:27,0.010000000000001565
2019-04-04 10:15:28,0.010000000000001565
2019-04-04 10:15:29,0.010000000000001565
2019-04-04 10:15:30,0.010000000000001565
2019-04-04 10:15:31,0.010000000000001565
2019-04-04 10:15:32,0.010000000000001565
2019-04-04 10:15:33,0.010000000000001565
2019-04-04 10:15:34,0.010000000000001565
2019-04-04 10:15:35,0.010000000000001565
2019-04-04 10:15:36,0.010000000000001565
2019-04-04 10:15:37,0.010000000000001565
2019-04-04 10:15:38,0.010000000000001565
2019-04-04 10:15:39,0.010000000000001565
2019-04-04 10:15:40,0.010000000000001565
2019-04-04 10:15:41,0.010000000000001565
2019-04-04 10:15:42,0.010000000000001565
2019-04-04 10:15:43,0.010000000000001565
2019-04-04 10:15:44,0.010000000000001565
2019-04-04 10:15:45,0.010000000000001565
2019-04-04 10:15:46,0.010000000000001565
2019-04-04 10:15:47,0.010000000000001565
2019-04-04 10:15:48,0.010000000000001565
2019-04-04 10:15:49,0.010000000000001565
2019-04-04 10:15:50,0.010000000000001565
2019-04-04 10:15:51,0.010000000000001565
2019-04-04 10:15:52,0.010000000000001565
2019-04-04 10:15:53,0.010000000000001565
2019-04-04 10:15:54,0.010000000000001565
2019-04-04 10:15:55,0.010000000000001565
2019-04-04 10:15:56,0.010000000000001565
2019-04-04 10:15:57,0.010000000000001565
2019-04-04 10:15:58,0.010000000000001565
2019-04-04 10:15:59,0.010000000000001565
2019-04-04 10:16:00,0.010000000000001565
2019-04-04 10:16:01,0.010000000000001565
2019-04-04 10:16:02,0.010000000000001565
2019-04-04 10:16:03,0.010000000000001565
2019-04-04 10:16:04,0.010000000000001565
2019-04-04 10:16:05,0.010000000000001565
2019-04-04 10:16:06,0.010000000000001565
2019-04-04 10:16:07,0.010000000000001565
2019-04-04 10:16:08,0.010000000000001565
2019-04-04 10:16:09,0.010000000000001565
2019-04-04 10:16:10,0.010000000000001565
2019-04-04 10:16:11,0.010000000000001565
2019-04-04 10:16:12,0.010000000000001565
2019-04-04 10:16:13,0.010000000000001565
2019-04-04 10:16:14,0.010000000000001565
2019-04-04 10:16:15,0.010000000000001565
2019-04-04 10:16:16,0.010000000000001565
2019-04-04 10:16:17,0.010000000000001565
2019-04-04 10:16:18,0.010000000000001565
2019-04-04 10:16:19,0.010000000000001565
2019-04-04 10:16:20,0.010000000000001565
2019-04-04 10:16:21,0.010000000000001565
2019-04-04 10:16:22,0.010000000000001565
2019-04-04 10:16:23,0.010000000000001565
